Event Time,Segment,City,State,Region,Category,Product,Sales,Quantity,Discount,Profit
2024/9/26,Consumer,San Francisco,California,West,Office Supplies,Art,23.1,2,0,10.626
2024/9/26,Corporate,Jacksonville,Florida,South,Technology,Accessories,191.472,6,0.2,40.6878
2024/9/26,Corporate,Jacksonville,Florida,South,Office Supplies,Art,5.248,2,0.2,0.5904
2024/9/26,Corporate,Jacksonville,Florida,South,Technology,Phones,59.184,2,0.2,5.1786
2024/9/26,Corporate,Springfield,Virginia,South,Office Supplies,Labels,2.89,1,0,1.3583
2024/9/26,Corporate,Springfield,Virginia,South,Furniture,Furnishings,51.94,1,0,21.2954
2024/9/26,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Labels,15.936,4,0.2,5.1792
2025/12/19,Corporate,Lancaster,Pennsylvania,East,Office Supplies,Binders,44.91,6,0.7,-35.928
2025/12/19,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Binders,1141.47,5,0.7,-760.98
2025/12/19,Home Office,Philadelphia,Pennsylvania,East,Technology,Phones,280.782,3,0.4,-46.797
2025/12/19,Consumer,Concord,New Hampshire,East,Office Supplies,Paper,34.44,3,0,17.22
2023/6/13,Consumer,New York City,New York,East,Office Supplies,Paper,11.36,2,0,5.2256
2023/6/13,Consumer,New York City,New York,East,Office Supplies,Binders,106.344,7,0.2,37.2204
2025/4/28,Consumer,Charlotte,North Carolina,South,Office Supplies,Paper,192.16,5,0.2,67.256
2025/4/28,Home Office,Concord,New Hampshire,East,Furniture,Furnishings,322.59,3,0,64.518
2025/5/12,Home Office,Concord,New Hampshire,East,Technology,Accessories,29.99,1,0,13.1956
2025/7/16,Home Office,Concord,New Hampshire,East,Technology,Accessories,371.97,3,0,66.9546
2022/11/16,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Binders,5.892,4,0.7,-4.1244
2025/6/1,Home Office,New York City,New York,East,Office Supplies,Binders,68.472,3,0.2,23.1093
2025/6/1,Home Office,New York City,New York,East,Furniture,Chairs,1242.9,5,0.1,262.39
2024/5/31,Consumer,Springfield,Virginia,South,Office Supplies,Storage,30.84,2,0,8.3268
2024/6/22,Consumer,San Francisco,California,West,Office Supplies,Art,13.48,4,0,5.9312
2024/6/22,Home Office,Detroit,Michigan,Central,Furniture,Furnishings,31.4,5,0,10.048
2024/6/22,Consumer,Rochester,New York,East,Furniture,Furnishings,17.46,2,0,5.9364
2022/7/4,Corporate,Los Angeles,California,West,Office Supplies,Binders,13.944,3,0.2,4.5318
2025/2/13,Consumer,San Diego,California,West,Office Supplies,Storage,83.76,12,0,1.6752
2023/11/13,Home Office,Columbia,Maryland,East,Office Supplies,Binders,37.66,7,0,18.4534
2024/7/2,Corporate,San Francisco,California,West,Office Supplies,Paper,34.68,6,0,16.9932
2023/10/9,Consumer,New Rochelle,New York,East,Technology,Accessories,149.95,5,0,14.995
2023/10/9,Consumer,New Rochelle,New York,East,Office Supplies,Binders,51.312,3,0.2,18.6006
2023/10/9,Home Office,Detroit,Michigan,Central,Office Supplies,Paper,4.54,1,0,2.043
2024/4/11,Home Office,Detroit,Michigan,Central,Office Supplies,Art,15.92,4,0,5.4128
2024/4/11,Home Office,Detroit,Michigan,Central,Technology,Phones,543.92,8,0,135.98
2024/4/11,Corporate,San Francisco,California,West,Office Supplies,Storage,155.82,7,0,42.0714
2023/11/30,Corporate,San Francisco,California,West,Office Supplies,Binders,70.008,3,0.2,24.5028
2023/11/30,Consumer,Houston,Texas,Central,Office Supplies,Envelopes,15.648,2,0.2,5.0856
2023/11/30,Consumer,Detroit,Michigan,Central,Office Supplies,Labels,103.6,7,0,51.8
2023/11/30,Corporate,Auburn,New York,East,Office Supplies,Paper,46.96,8,0,22.5408
2025/9/29,Corporate,Springfield,Ohio,East,Office Supplies,Binders,8.904,2,0.7,-6.5296
2025/12/29,Consumer,Garland,Texas,Central,Office Supplies,Labels,10.44,5,0.2,3.393
2024/8/8,Consumer,Garland,Texas,Central,Office Supplies,Binders,18.336,4,0.8,-32.088
2024/8/8,Consumer,Chicago,Illinois,Central,Technology,Phones,323.976,3,0.2,20.2485
2024/8/8,Consumer,Los Angeles,California,West,Office Supplies,Paper,20.04,3,0,9.6192
2023/6/20,Consumer,Los Angeles,California,West,Office Supplies,Storage,64.96,2,0,2.5984
2023/6/20,Consumer,Los Angeles,California,West,Office Supplies,Paper,12.96,2,0,6.2208
2023/6/20,Consumer,New York City,New York,East,Furniture,Bookcases,323.136,4,0.2,12.1176
2022/12/21,Consumer,New York City,New York,East,Technology,Phones,90.93,7,0,2.7279
2022/12/21,Consumer,New York City,New York,East,Office Supplies,Binders,52.776,3,0.2,19.791
2022/11/11,Home Office,Jackson,Michigan,Central,Technology,Phones,1199.8,4,0,323.946
2025/2/14,Home Office,Jackson,Michigan,Central,Technology,Accessories,1928.78,7,0,829.3754
2025/2/14,Home Office,Jackson,Michigan,Central,Office Supplies,Storage,352.38,2,0,81.0474
2025/2/14,Home Office,Norwich,Connecticut,East,Furniture,Furnishings,22.2,6,0,9.102
2025/2/14,Corporate,Milwaukee,Wisconsin,Central,Furniture,Furnishings,46.94,1,0,19.2454
2024/4/29,Corporate,Milwaukee,Wisconsin,Central,Technology,Accessories,143.73,9,0,56.0547
2022/12/8,Corporate,San Antonio,Texas,Central,Furniture,Tables,99.918,2,0.3,-18.5562
2025/5/5,Corporate,San Antonio,Texas,Central,Furniture,Chairs,797.944,4,0.3,-56.996
2025/8/7,Corporate,San Antonio,Texas,Central,Office Supplies,Binders,8.568,3,0.8,-14.5656
2025/8/7,Corporate,Dallas,Texas,Central,Office Supplies,Envelopes,149.352,3,0.2,50.4063
2025/2/27,Corporate,Dallas,Texas,Central,Office Supplies,Storage,12.992,1,0.2,-0.812
2025/2/27,Consumer,Alexandria,Virginia,South,Office Supplies,Storage,24.56,2,0,6.8768
2024/9/5,Consumer,New York City,New York,East,Technology,Accessories,85.14,3,0,34.9074
2024/9/5,Consumer,New York City,New York,East,Technology,Phones,21.99,1,0,10.5552
2024/9/5,Consumer,New York City,New York,East,Office Supplies,Appliances,406.6,5,0,113.848
2024/9/5,Corporate,New York City,New York,East,Office Supplies,Binders,841.568,2,0.2,294.5488
2024/9/5,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,15.552,3,0.2,5.4432
2023/6/7,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,252,5,0.2,53.55
2023/10/6,Home Office,Springfield,Virginia,South,Office Supplies,Art,46.2,4,0,12.936
2023/10/6,Home Office,Springfield,Virginia,South,Office Supplies,Appliances,28.84,2,0,9.5172
2022/9/14,Consumer,Toledo,Ohio,East,Office Supplies,Art,14.592,3,0.2,2.5536
2022/9/14,Consumer,Toledo,Ohio,East,Office Supplies,Art,89.856,3,0.2,21.3408
2025/6/23,Consumer,Toledo,Ohio,East,Office Supplies,Paper,13.872,3,0.2,5.0286
2025/6/23,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,12.192,3,0.2,4.1148
2025/6/23,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Paper,45.056,8,0.2,15.2064
2025/6/23,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Binders,29.718,6,0.7,-21.7932
2025/5/11,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Paper,15.552,3,0.2,5.4432
2024/8/27,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,447.696,2,0.2,33.5772
2024/1/12,Corporate,Farmington,New Mexico,West,Technology,Accessories,159.99,1,0,54.3966
2024/1/12,Corporate,Riverside,California,West,Office Supplies,Paper,12.96,2,0,6.2208
2022/3/30,Corporate,Riverside,California,West,Office Supplies,Appliances,134.48,4,0,34.9648
2025/9/14,Corporate,San Francisco,California,West,Office Supplies,Paper,17.12,2,0,8.0464
2022/6/14,Corporate,Torrance,California,West,Office Supplies,Binders,6.096,2,0.2,2.2098
2022/6/14,Corporate,Torrance,California,West,Furniture,Tables,1114.272,4,0.2,41.7852
2025/1/13,Consumer,Seattle,Washington,West,Office Supplies,Paper,32.4,5,0,15.552
2025/10/6,Consumer,Seattle,Washington,West,Office Supplies,Storage,540.57,3,0,140.5482
2023/6/28,Consumer,Seattle,Washington,West,Office Supplies,Binders,167.76,5,0.2,62.91
2022/1/18,Consumer,Mesa,Arizona,West,Furniture,Tables,393.165,3,0.5,-204.4458
2023/4/9,Home Office,Philadelphia,Pennsylvania,East,Furniture,Furnishings,516.488,7,0.2,-12.9122
2025/8/25,Home Office,Philadelphia,Pennsylvania,East,Furniture,Furnishings,1007.232,6,0.2,75.5424
2025/8/25,Home Office,Philadelphia,Pennsylvania,East,Furniture,Tables,2065.32,12,0.4,-619.596
2025/8/25,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Paper,15.552,3,0.2,5.4432
2025/8/25,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Paper,25.344,6,0.2,7.92
2023/7/16,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,25.472,4,0.2,7.6416
2025/8/31,Consumer,Round Rock,Texas,Central,Office Supplies,Art,27.168,2,0.2,2.7168
2024/12/16,Consumer,Round Rock,Texas,Central,Furniture,Bookcases,78.8528,2,0.32,-11.596
2024/12/16,Consumer,Jackson,Mississippi,South,Office Supplies,Storage,173.8,5,0,43.45
2023/8/2,Consumer,Phoenix,Arizona,West,Technology,Phones,29.592,1,0.2,2.5893
2025/4/24,Consumer,Phoenix,Arizona,West,Office Supplies,Binders,4.752,2,0.7,-3.168
2025/4/24,Consumer,Phoenix,Arizona,West,Office Supplies,Paper,15.552,3,0.2,5.6376
2023/9/29,Consumer,Oceanside,California,West,Furniture,Furnishings,204.6,2,0,53.196
2023/6/13,Corporate,San Francisco,California,West,Furniture,Chairs,321.568,2,0.2,28.1372
2023/8/3,Home Office,Fayetteville,Arkansas,South,Office Supplies,Binders,6.24,2,0,3.0576
2023/5/1,Corporate,San Francisco,California,West,Office Supplies,Envelopes,21.88,2,0,10.94
2024/12/16,Consumer,Boca Raton,Florida,South,Office Supplies,Labels,4.608,2,0.2,1.6704
2024/12/16,Home Office,New York City,New York,East,Office Supplies,Labels,9.82,2,0,4.8118
2024/12/16,Home Office,New York City,New York,East,Office Supplies,Art,35.97,3,0,9.7119
2024/12/16,Home Office,New York City,New York,East,Office Supplies,Paper,12.96,2,0,6.2208
2024/12/16,Home Office,New York City,New York,East,Office Supplies,Paper,191.6,4,0,91.968
2024/12/16,Home Office,New York City,New York,East,Office Supplies,Labels,8.64,3,0,4.2336
2023/11/8,Home Office,New York City,New York,East,Office Supplies,Storage,501.81,3,0,0
2023/1/20,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,127.104,6,0.2,28.5984
2023/1/20,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,124.2,3,0.4,-31.05
2023/8/2,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,18.588,2,0.7,-13.6312
2024/12/19,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Labels,30.072,3,0.2,10.1493
2023/4/25,Home Office,New York City,New York,East,Technology,Phones,160.93,7,0,3.2186
2023/4/25,Home Office,New York City,New York,East,Office Supplies,Binders,75.792,3,0.2,25.5798
2025/6/4,Consumer,Portland,Oregon,West,Office Supplies,Binders,1.08,2,0.7,-0.792
2025/6/4,Corporate,Detroit,Michigan,Central,Technology,Machines,3059.982,2,0.1,679.996
2022/8/27,Consumer,Wilmington,North Carolina,South,Office Supplies,Binders,3.282,2,0.7,-2.6256
2022/8/27,Corporate,Columbus,Indiana,Central,Office Supplies,Paper,34.02,3,0,16.6698
2023/3/3,Consumer,New York City,New York,East,Furniture,Chairs,599.292,6,0.1,93.2232
2025/7/7,Consumer,Louisville,Colorado,West,Office Supplies,Art,3.392,1,0.2,0.8056
2022/5/3,Consumer,Louisville,Colorado,West,Technology,Phones,559.984,2,0.2,55.9984
2022/5/3,Consumer,Louisville,Colorado,West,Furniture,Chairs,603.92,5,0.2,75.49
2025/10/17,Home Office,Pasadena,Texas,Central,Office Supplies,Labels,7.968,2,0.2,2.5896
2025/10/17,Home Office,Pasadena,Texas,Central,Office Supplies,Envelopes,27.968,4,0.2,9.4392
2025/10/17,Home Office,Pasadena,Texas,Central,Technology,Machines,336.51,3,0.4,44.868
2025/10/17,Consumer,Houston,Texas,Central,Office Supplies,Binders,1.112,2,0.8,-1.8904
2024/10/1,Corporate,Auburn,New York,East,Furniture,Furnishings,520.05,5,0,72.807
2024/10/1,Corporate,Auburn,New York,East,Office Supplies,Art,17.97,3,0,5.2113
2024/10/1,Home Office,Jacksonville,Florida,South,Furniture,Chairs,1166.92,5,0.2,131.2785
2022/1/5,Consumer,New York City,New York,East,Office Supplies,Binders,14.624,2,0.2,5.484
2024/3/5,Consumer,San Jose,California,West,Office Supplies,Fasteners,10.23,3,0,4.9104
2024/6/8,Consumer,San Jose,California,West,Office Supplies,Paper,154.9,5,0,69.705
2023/3/8,Corporate,Virginia Beach,Virginia,South,Office Supplies,Binders,2715.93,7,0,1276.4871
2023/3/8,Corporate,Virginia Beach,Virginia,South,Technology,Phones,617.97,3,0,173.0316
2023/3/8,Consumer,Henderson,Kentucky,South,Office Supplies,Envelopes,10.67,1,0,4.9082
2025/3/16,Consumer,Henderson,Kentucky,South,Office Supplies,Storage,36.63,3,0,9.8901
2025/10/8,Consumer,Henderson,Kentucky,South,Furniture,Furnishings,24.1,5,0,9.158
2025/10/8,Consumer,Henderson,Kentucky,South,Furniture,Furnishings,33.11,7,0,12.9129
2023/2/4,Home Office,Vancouver,Washington,West,Office Supplies,Art,44.02,2,0,11.4452
2023/11/1,Consumer,New York City,New York,East,Technology,Accessories,2309.65,7,0,762.1845
2023/11/1,Consumer,New York City,New York,East,Furniture,Tables,1090.782,7,0.4,-290.8752
2024/8/30,Consumer,New York City,New York,East,Office Supplies,Paper,19.44,3,0,9.3312
2024/8/30,Consumer,Murrieta,California,West,Office Supplies,Storage,484.65,3,0,92.0835
2024/7/18,Consumer,Jacksonville,North Carolina,South,Office Supplies,Paper,115.296,3,0.2,40.3536
2025/7/29,Consumer,Scottsdale,Arizona,West,Office Supplies,Envelopes,7.08,3,0.2,2.478
2025/7/29,Consumer,Scottsdale,Arizona,West,Office Supplies,Binders,4.401,3,0.7,-3.5208
2025/7/29,Consumer,Burlington,Iowa,Central,Office Supplies,Paper,44.75,5,0,20.585
2023/6/13,Consumer,Chicago,Illinois,Central,Technology,Phones,95.984,2,0.2,5.999
2024/12/10,Consumer,San Diego,California,West,Furniture,Furnishings,151.72,4,0,27.3096
2024/12/10,Consumer,Olympia,Washington,West,Furniture,Furnishings,155.25,3,0,46.575
2024/12/10,Consumer,Olympia,Washington,West,Office Supplies,Storage,14.03,1,0,4.0687
2024/12/10,Consumer,Seattle,Washington,West,Furniture,Tables,1618.37,13,0,356.0414
2024/12/10,Consumer,Seattle,Washington,West,Technology,Accessories,99.6,1,0,36.852
2024/12/10,Home Office,Los Angeles,California,West,Office Supplies,Paper,32.4,5,0,15.552
2024/3/1,Corporate,New York City,New York,East,Furniture,Furnishings,13.96,2,0,6.7008
2024/11/25,Corporate,New York City,New York,East,Furniture,Furnishings,155.82,3,0,63.8862
2024/11/25,Corporate,New York City,New York,East,Technology,Phones,124.95,5,0,2.499
2024/11/21,Corporate,New York City,New York,East,Office Supplies,Storage,601.65,5,0,156.429
2024/1/30,Consumer,Washington,District of Columbia,East,Office Supplies,Art,22.74,3,0,8.8686
2023/12/5,Consumer,Washington,District of Columbia,East,Furniture,Chairs,1267.53,3,0,316.8825
2023/12/5,Consumer,Washington,District of Columbia,East,Technology,Machines,1379.92,8,0,648.5624
2025/9/18,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,6.208,2,0.2,2.1728
2025/8/28,Home Office,Los Angeles,California,West,Office Supplies,Binders,11.808,2,0.2,4.2804
2025/8/28,Home Office,Springfield,Ohio,East,Office Supplies,Paper,15.552,3,0.2,5.4432
2025/8/28,Home Office,Springfield,Ohio,East,Office Supplies,Paper,63.312,3,0.2,20.5764
2025/8/28,Home Office,Springfield,Ohio,East,Technology,Phones,15.588,2,0.4,-9.8724
2025/11/2,Corporate,Hackensack,New Jersey,East,Office Supplies,Paper,177.2,5,0,83.284
2025/11/2,Corporate,Hackensack,New Jersey,East,Technology,Phones,197.97,3,0,57.4113
2025/11/2,Corporate,Hackensack,New Jersey,East,Furniture,Chairs,854.94,3,0,213.735
2023/2/22,Corporate,Hackensack,New Jersey,East,Furniture,Furnishings,124.11,9,0,52.1262
2023/2/22,Corporate,Hackensack,New Jersey,East,Office Supplies,Labels,14.4,5,0,7.056
2025/11/3,Consumer,Cincinnati,Ohio,East,Office Supplies,Paper,15.696,3,0.2,5.1012
2025/11/3,Consumer,Cincinnati,Ohio,East,Office Supplies,Binders,2.628,2,0.7,-1.9272
2025/11/3,Consumer,Cincinnati,Ohio,East,Office Supplies,Binders,14.427,3,0.7,-10.5798
2025/6/8,Home Office,Jefferson City,Missouri,Central,Furniture,Furnishings,86.62,2,0,8.662
2025/6/8,Consumer,Los Angeles,California,West,Office Supplies,Binders,36.624,3,0.2,13.734
2025/6/8,Consumer,Burlington,North Carolina,South,Office Supplies,Art,23.968,7,0.2,2.6964
2025/9/14,Consumer,Burlington,North Carolina,South,Office Supplies,Art,28.728,3,0.2,1.7955
2025/1/1,Home Office,Saint Peters,Missouri,Central,Furniture,Tables,697.16,4,0,146.4036
2024/12/6,Consumer,New York City,New York,East,Technology,Accessories,31.86,2,0,11.151
2022/5/9,Consumer,New York City,New York,East,Furniture,Bookcases,722.352,3,0.2,90.294
2025/7/9,Corporate,Chicago,Illinois,Central,Office Supplies,Art,8.84,5,0.2,2.9835
2025/7/9,Corporate,Chicago,Illinois,Central,Office Supplies,Appliances,58.464,9,0.8,-146.16
2025/7/9,Home Office,Rockford,Illinois,Central,Furniture,Chairs,254.604,14,0.3,-18.186
2025/7/20,Consumer,Miami,Florida,South,Technology,Phones,1363.96,5,0.2,85.2475
2025/1/17,Consumer,Miami,Florida,South,Furniture,Furnishings,102.36,3,0.2,-3.8385
2025/1/17,Consumer,San Francisco,California,West,Technology,Phones,1113.504,12,0.2,125.2692
2025/1/17,Consumer,San Francisco,California,West,Technology,Accessories,99.99,1,0,37.9962
2023/2/11,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,168.464,2,0.2,-29.4812
2023/12/6,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,6.72,2,0.2,2.436
2023/12/6,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,282.888,9,0.2,56.5776
2023/12/6,Home Office,New York City,New York,East,Office Supplies,Art,11.16,2,0,4.3524
2023/12/6,Home Office,New York City,New York,East,Furniture,Furnishings,108.4,2,0,22.764
2023/12/6,Home Office,New York City,New York,East,Office Supplies,Binders,82.344,3,0.2,27.7911
2025/6/3,Home Office,New York City,New York,East,Office Supplies,Binders,9.088,4,0.2,3.2944
2025/9/22,Corporate,San Diego,California,West,Office Supplies,Binders,19.936,4,0.2,7.2268
2024/2/25,Corporate,San Diego,California,West,Office Supplies,Binders,65.568,2,0.2,22.9488
2024/2/25,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,4.416,3,0.2,1.6008
2024/2/25,Consumer,Houston,Texas,Central,Furniture,Chairs,107.772,2,0.3,-29.2524
2024/2/25,Corporate,Toledo,Ohio,East,Office Supplies,Appliances,45.216,3,0.2,4.5216
2024/5/27,Corporate,Toledo,Ohio,East,Office Supplies,Fasteners,10.416,7,0.2,-2.2134
2024/5/27,Corporate,Toledo,Ohio,East,Office Supplies,Art,7.872,3,0.2,1.2792
2024/11/13,Corporate,Toledo,Ohio,East,Technology,Phones,118.782,3,0.4,-27.7158
2022/4/13,Corporate,Toledo,Ohio,East,Office Supplies,Fasteners,1.448,1,0.2,0.2353
2022/4/13,Corporate,Toledo,Ohio,East,Office Supplies,Binders,55.47,5,0.7,-46.225
2022/4/13,Consumer,San Francisco,California,West,Furniture,Chairs,194.848,4,0.2,12.178
2022/4/13,Consumer,Brownsville,Texas,Central,Office Supplies,Supplies,1.744,1,0.2,-0.3488
2022/4/13,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Binders,25.176,4,0.7,-18.4624
2022/4/13,Home Office,Los Angeles,California,West,Office Supplies,Art,19.46,7,0,5.0596
2022/4/13,Home Office,Denver,Colorado,West,Office Supplies,Paper,29.472,3,0.2,9.9468
2023/10/27,Consumer,New York City,New York,East,Office Supplies,Binders,8.64,2,0.2,3.024
2023/1/14,Consumer,Mesa,Arizona,West,Office Supplies,Binders,6.27,5,0.7,-4.598
2025/5/28,Consumer,Mesa,Arizona,West,Office Supplies,Binders,4.368,7,0.7,-3.3488
2025/5/28,Consumer,Mesa,Arizona,West,Technology,Accessories,31.984,2,0.2,1.999
2025/5/28,Home Office,Columbus,Indiana,Central,Office Supplies,Art,40.88,7,0,10.6288
2025/5/28,Consumer,Seattle,Washington,West,Office Supplies,Appliances,119.96,2,0,33.5888
2025/4/7,Consumer,Seattle,Washington,West,Office Supplies,Storage,31.44,3,0,8.4888
2025/3/5,Consumer,Seattle,Washington,West,Office Supplies,Binders,6.88,1,0.2,2.322
2025/3/5,Corporate,Detroit,Michigan,Central,Office Supplies,Paper,19.92,4,0,9.3624
2025/6/3,Corporate,Detroit,Michigan,Central,Furniture,Chairs,1106.91,9,0,121.7601
2025/6/3,Consumer,Yonkers,New York,East,Furniture,Tables,836.592,8,0.4,-264.9208
2025/6/3,Consumer,Yonkers,New York,East,Office Supplies,Paper,26.38,1,0,12.1348
2023/12/24,Consumer,Yonkers,New York,East,Office Supplies,Storage,362.92,2,0,105.2468
2022/4/5,Consumer,Yonkers,New York,East,Technology,Machines,4899.93,7,0,2400.9657
2022/4/5,Consumer,Des Moines,Iowa,Central,Office Supplies,Paper,6.48,1,0,3.1104
2024/7/10,Corporate,Oakland,California,West,Technology,Phones,71.976,3,0.2,7.1976
2022/7/18,Corporate,Oakland,California,West,Office Supplies,Labels,3.15,1,0,1.512
2022/7/18,Corporate,Monroe,North Carolina,South,Furniture,Furnishings,31.984,2,0.2,1.999
2024/11/29,Corporate,Monroe,North Carolina,South,Technology,Phones,71.984,2,0.2,25.1944
2024/11/29,Consumer,San Diego,California,West,Office Supplies,Art,120.15,9,0,33.642
2024/11/29,Consumer,San Diego,California,West,Technology,Phones,219.184,2,0.2,19.1786
2024/6/22,Home Office,Clinton,Maryland,East,Office Supplies,Paper,28.9,5,0,14.161
2024/6/22,Home Office,Clinton,Maryland,East,Office Supplies,Appliances,355.96,2,0,103.2284
2023/3/20,Home Office,Charlotte,North Carolina,South,Office Supplies,Storage,348.208,7,0.2,30.4682
2023/3/20,Home Office,Charlotte,North Carolina,South,Office Supplies,Binders,35.784,7,0.7,-28.6272
2025/6/27,Corporate,Los Angeles,California,West,Furniture,Tables,447.84,5,0.2,11.196
2025/6/27,Home Office,San Francisco,California,West,Office Supplies,Art,7.04,4,0,2.0416
2022/12/6,Home Office,San Francisco,California,West,Furniture,Furnishings,8.73,3,0,4.1031
2022/12/6,Home Office,San Francisco,California,West,Technology,Accessories,29.29,1,0,9.6657
2024/9/10,Home Office,San Francisco,California,West,Office Supplies,Art,8.64,3,0,2.5056
2023/10/10,Consumer,Houston,Texas,Central,Office Supplies,Binders,2.694,3,0.8,-4.7145
2023/10/10,Consumer,Houston,Texas,Central,Office Supplies,Binders,2.934,3,0.8,-4.9878
2024/9/20,Consumer,Riverside,California,West,Office Supplies,Paper,22.92,3,0,11.2308
2024/9/20,Consumer,Houston,Texas,Central,Office Supplies,Storage,100.704,6,0.2,-16.3644
2024/9/20,Consumer,Houston,Texas,Central,Furniture,Furnishings,2.328,2,0.6,-0.7566
2023/3/5,Consumer,Houston,Texas,Central,Office Supplies,Binders,10.78,5,0.8,-17.248
2024/5/29,Consumer,Houston,Texas,Central,Office Supplies,Fasteners,58.368,12,0.2,21.888
2022/4/30,Consumer,Houston,Texas,Central,Office Supplies,Envelopes,40.968,3,0.2,13.8267
2025/1/15,Consumer,Houston,Texas,Central,Technology,Phones,71.96,5,0.2,25.186
2025/9/4,Consumer,Houston,Texas,Central,Office Supplies,Paper,10.368,2,0.2,3.6288
2025/7/1,Consumer,Houston,Texas,Central,Office Supplies,Binders,1.192,2,0.8,-2.0264
2025/7/1,Consumer,Encinitas,California,West,Office Supplies,Binders,46.672,2,0.2,16.3352
2025/9/19,Consumer,Encinitas,California,West,Furniture,Bookcases,119.833,1,0.15,-12.6882
2024/10/25,Consumer,Encinitas,California,West,Technology,Accessories,119.98,2,0,57.5904
2024/10/25,Corporate,San Francisco,California,West,Office Supplies,Labels,6.3,2,0,3.024
2024/10/25,Consumer,Roswell,Georgia,South,Office Supplies,Paper,279.9,5,0,137.151
2024/10/25,Consumer,Roswell,Georgia,South,Technology,Accessories,619.95,5,0,111.591
2024/11/16,Consumer,Roswell,Georgia,South,Office Supplies,Paper,4.36,2,0,2.0492
2024/11/16,Consumer,Roswell,Georgia,South,Office Supplies,Envelopes,15.28,2,0,7.4872
2024/11/16,Consumer,Jonesboro,Arkansas,South,Technology,Phones,699.93,7,0,181.9818
2023/11/26,Consumer,Jonesboro,Arkansas,South,Office Supplies,Art,22.96,7,0,6.6584
2024/1/24,Consumer,Jonesboro,Arkansas,South,Furniture,Furnishings,38.6,4,0,11.58
2024/1/24,Consumer,Jonesboro,Arkansas,South,Office Supplies,Art,6.63,3,0,1.7901
2024/1/24,Consumer,Jonesboro,Arkansas,South,Office Supplies,Envelopes,23.34,3,0,10.9698
2024/1/24,Consumer,Jonesboro,Arkansas,South,Furniture,Chairs,1067.94,3,0,224.2674
2024/8/22,Home Office,Richmond,Indiana,Central,Office Supplies,Art,10.16,1,0,2.6416
2024/8/22,Home Office,Richmond,Indiana,Central,Office Supplies,Envelopes,101.88,6,0,50.94
2024/8/22,Consumer,Springfield,Virginia,South,Furniture,Tables,343.92,4,0,75.6624
2024/8/22,Consumer,Springfield,Virginia,South,Office Supplies,Paper,40.99,1,0,20.0851
2024/8/22,Consumer,Springfield,Virginia,South,Office Supplies,Envelopes,63.9,5,0,28.755
2025/11/6,Corporate,Antioch,California,West,Office Supplies,Paper,19.44,3,0,9.3312
2025/11/6,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Storage,124.608,4,0.2,-23.364
2025/10/9,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Labels,7.56,3,0.2,2.646
2025/10/9,Consumer,Homestead,Florida,South,Office Supplies,Storage,85.224,3,0.2,7.4571
2025/10/9,Corporate,La Porte,Indiana,Central,Office Supplies,Envelopes,287.52,8,0,129.384
2025/8/13,Corporate,La Porte,Indiana,Central,Office Supplies,Appliances,37.68,2,0,10.5504
2024/7/23,Corporate,La Porte,Indiana,Central,Office Supplies,Paper,19.98,2,0,8.991
2024/7/23,Corporate,La Porte,Indiana,Central,Office Supplies,Art,20.58,7,0,5.5566
2022/9/7,Corporate,La Porte,Indiana,Central,Office Supplies,Binders,17.38,2,0,8.69
2022/9/7,Consumer,Los Angeles,California,West,Furniture,Furnishings,204.6,2,0,53.196
2024/5/14,Consumer,Los Angeles,California,West,Office Supplies,Fasteners,8.72,4,0,2.8776
2024/5/14,Consumer,Los Angeles,California,West,Office Supplies,Paper,6.48,1,0,3.1104
2022/12/24,Consumer,Los Angeles,California,West,Technology,Machines,686.32,2,0.2,223.054
2022/12/24,Consumer,Los Angeles,California,West,Office Supplies,Storage,62.18,1,0,16.7886
2022/1/27,Consumer,Lansing,Michigan,Central,Office Supplies,Appliances,644.076,2,0.1,107.346
2022/1/27,Consumer,Lansing,Michigan,Central,Office Supplies,Fasteners,5.84,2,0,2.628
